row;rt;stimulus;key_press;trial_type;trial_index;time_elapsed;internal_node_id;button_pressed;play_history;responses;question_order;prolific_pid;conditions
555;24885.3;"["patterns/Rhythm-78.mp3","patterns/Rhythm-59.mp3"]";NULL;forced-choice-audio;17;241545;0.0-7.0;0;[0,1];NULL;NULL;5bb6c8c870f8df0001bfbb6c;typicality
556;2902;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";71;html-keyboard-response;18;244977;0.0-8.0;NULL;NULL;NULL;NULL;5bb6c8c870f8df0001bfbb6c;typicality
557;21710.7;NULL;NULL;survey-text;19;267205;0.0-9.0;NULL;NULL;"{"HowManyHours":"45","HowManyYears":"2"}";NULL;5bb6c8c870f8df0001bfbb6c;typicality
558;9237.83;NULL;NULL;survey-multi-select;20;276960;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school."]}";[0];5bb6c8c870f8df0001bfbb6c;typicality
559;7627.54;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair sounds more unusual.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to ";32;html-keyboard-response;0;7640;0.0-0.0;NULL;NULL;NULL;NULL;5be1ef2c0753410001566b45;typicality
560;NULL;base64.wav;NULL;audio-keyboard-response;1;13660;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5be1ef2c0753410001566b45;typicality
561;2416.1;base64.wav;87;audio-keyboard-response;2;16083;0.0-1.1-0.1;NULL;NULL;NULL;NULL;5be1ef2c0753410001566b45;typicality
562;28338.2;"["patterns/Rhythm-46.mp3","patterns/Rhythm-53.mp3"]";NULL;forced-choice-audio;3;44420;0.0-2.0;1;[0,1];NULL;NULL;5be1ef2c0753410001566b45;typicality
563;27542.7;"["patterns/Rhythm-36.mp3","patterns/Rhythm-88.mp3"]";NULL;forced-choice-audio;4;72472;0.0-3.0;0;[0,1];NULL;NULL;5be1ef2c0753410001566b45;typicality
564;28648.8;"["patterns/Rhythm-40.mp3","patterns/Rhythm-79.mp3"]";NULL;forced-choice-audio;5;101625;0.0-4.0;1;[0,1];NULL;NULL;5be1ef2c0753410001566b45;typicality
565;39084;"["patterns/Rhythm-50.mp3","patterns/Rhythm-53.mp3"]";NULL;forced-choice-audio;6;141222;0.0-5.0;1;[0,1];NULL;NULL;5be1ef2c0753410001566b45;typicality
566;42159.2;"["patterns/Rhythm-49.mp3","patterns/Rhythm-9.mp3"]";NULL;forced-choice-audio;7;183888;0.0-6.0;1;[0,1];NULL;NULL;5be1ef2c0753410001566b45;typicality
567;25303.1;"["patterns/Rhythm-46.mp3","patterns/Rhythm-32.mp3"]";NULL;forced-choice-audio;8;209697;0.0-7.0;1;[0,1];NULL;NULL;5be1ef2c0753410001566b45;typicality
568;1924.22;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";32;html-keyboard-response;9;212141;0.0-8.0;NULL;NULL;NULL;NULL;5be1ef2c0753410001566b45;typicality
569;10166.3;NULL;NULL;survey-text;10;222823;0.0-9.0;NULL;NULL;"{"HowManyHours":"4","HowManyYears":"0"}";NULL;5be1ef2c0753410001566b45;typicality
570;10137.2;NULL;NULL;survey-multi-select;11;233489;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school.","I took/take instrumental/choir classes in high school."]}";[0];5be1ef2c0753410001566b45;typicality
571;12796.7;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair you like more.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to contin";13;html-keyboard-response;0;12802;0.0-0.0;NULL;NULL;NULL;NULL;5d5f9140b509890001fb9406;preference
572;NULL;base64.wav;NULL;audio-keyboard-response;1;18847;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5d5f9140b509890001fb9406;preference
573;1367.85;base64.wav;87;audio-keyboard-response;2;20228;0.0-1.1-0.1;NULL;NULL;NULL;NULL;5d5f9140b509890001fb9406;preference
574;51460.9;"["patterns/Rhythm-65.mp3","patterns/Rhythm-17.mp3"]";NULL;forced-choice-audio;3;71694;0.0-2.0;0;[0,1,0,1];NULL;NULL;5d5f9140b509890001fb9406;preference
575;26665.3;"["patterns/Rhythm-4.mp3","patterns/Rhythm-60.mp3"]";NULL;forced-choice-audio;4;98871;0.0-3.0;0;[0,1];NULL;NULL;5d5f9140b509890001fb9406;preference
576;38853.4;"["patterns/Rhythm-57.mp3","patterns/Rhythm-89.mp3"]";NULL;forced-choice-audio;5;138247;0.0-4.0;1;[0,1,0];NULL;NULL;5d5f9140b509890001fb9406;preference
577;25469.4;"["patterns/Rhythm-28.mp3","patterns/Rhythm-17.mp3"]";NULL;forced-choice-audio;6;164221;0.0-5.0;1;[0,1];NULL;NULL;5d5f9140b509890001fb9406;preference
578;25016.4;"["patterns/Rhythm-77.mp3","patterns/Rhythm-81.mp3"]";NULL;forced-choice-audio;7;189761;0.0-6.0;0;[0,1];NULL;NULL;5d5f9140b509890001fb9406;preference
579;49615.1;"["patterns/Rhythm-65.mp3","patterns/Rhythm-52.mp3"]";NULL;forced-choice-audio;8;239892;0.0-7.0;1;[0,1,0,1];NULL;NULL;5d5f9140b509890001fb9406;preference
580;3282.88;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";13;html-keyboard-response;9;243685;0.0-8.0;NULL;NULL;NULL;NULL;5d5f9140b509890001fb9406;preference
581;27215.7;NULL;NULL;survey-text;10;271437;0.0-9.0;NULL;NULL;"{"HowManyHours":"3","HowManyYears":"0"}";NULL;5d5f9140b509890001fb9406;preference
582;25097.9;NULL;NULL;survey-multi-select;11;297044;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school.","I took/take instrumental/choir classes in high school."]}";[0];5d5f9140b509890001fb9406;preference
583;9071.3;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair you like more.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to contin";13;html-keyboard-response;0;9079;0.0-0.0;NULL;NULL;NULL;NULL;5c9e5360bb028c00166755fa;preference
584;NULL;base64.wav;NULL;audio-keyboard-response;1;15084;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5c9e5360bb028c00166755fa;preference
585;NULL;base64.wav;NULL;audio-keyboard-response;2;20588;0.0-1.1-0.1;NULL;NULL;NULL;NULL;5c9e5360bb028c00166755fa;preference
586;670.36;base64.wav;87;audio-keyboard-response;3;21261;0.0-1.2-0.2;NULL;NULL;NULL;NULL;5c9e5360bb028c00166755fa;preference
587;37702.2;"["patterns/Rhythm-30.mp3","patterns/Rhythm-76.mp3"]";NULL;forced-choice-audio;4;58967;0.0-2.0;0;[0,1];NULL;NULL;5c9e5360bb028c00166755fa;preference
588;24576.2;"["patterns/Rhythm-33.mp3","patterns/Rhythm-59.mp3"]";NULL;forced-choice-audio;5;84046;0.0-3.0;1;[0,1];NULL;NULL;5c9e5360bb028c00166755fa;preference
589;23032.2;"["patterns/Rhythm-12.mp3","patterns/Rhythm-86.mp3"]";NULL;forced-choice-audio;6;107582;0.0-4.0;1;[0,1];NULL;NULL;5c9e5360bb028c00166755fa;preference
590;22921.5;"["patterns/Rhythm-56.mp3","patterns/Rhythm-76.mp3"]";NULL;forced-choice-audio;7;131006;0.0-5.0;1;[0,1];NULL;NULL;5c9e5360bb028c00166755fa;preference
591;23024.5;"["patterns/Rhythm-6.mp3","patterns/Rhythm-64.mp3"]";NULL;forced-choice-audio;8;154533;0.0-6.0;0;[0,1];NULL;NULL;5c9e5360bb028c00166755fa;preference
592;25088.7;"["patterns/Rhythm-30.mp3","patterns/Rhythm-68.mp3"]";NULL;forced-choice-audio;9;180125;0.0-7.0;1;[0,1];NULL;NULL;5c9e5360bb028c00166755fa;preference
593;2862.13;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";13;html-keyboard-response;10;183489;0.0-8.0;NULL;NULL;NULL;NULL;5c9e5360bb028c00166755fa;preference
594;13177.6;NULL;NULL;survey-text;11;197173;0.0-9.0;NULL;NULL;"{"HowManyHours":"3","HowManyYears":"0"}";NULL;5c9e5360bb028c00166755fa;preference
595;5051.48;NULL;NULL;survey-multi-select;12;202733;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school."]}";[0];5c9e5360bb028c00166755fa;preference
596;16587.8;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair you like more.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to contin";78;html-keyboard-response;0;16589;0.0-0.0;NULL;NULL;NULL;NULL;5b9f4dedd1ff7a00013c0edd;preference
597;NULL;base64.wav;NULL;audio-keyboard-response;1;22594;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5b9f4dedd1ff7a00013c0edd;preference
598;700.905;base64.wav;87;audio-keyboard-response;2;23297;0.0-1.1-0.1;NULL;NULL;NULL;NULL;5b9f4dedd1ff7a00013c0edd;preference
599;27710.3;"["patterns/Rhythm-95.mp3","patterns/Rhythm-21.mp3"]";NULL;forced-choice-audio;3;51009;0.0-2.0;0;[0,1];NULL;NULL;5b9f4dedd1ff7a00013c0edd;preference
600;24074.1;"["patterns/Rhythm-14.mp3","patterns/Rhythm-35.mp3"]";NULL;forced-choice-audio;4;75586;0.0-3.0;1;[0,1];NULL;NULL;5b9f4dedd1ff7a00013c0edd;preference
601;21170.4;"["patterns/Rhythm-54.mp3","patterns/Rhythm-87.mp3"]";NULL;forced-choice-audio;5;97259;0.0-4.0;1;[0,1];NULL;NULL;5b9f4dedd1ff7a00013c0edd;preference
602;23060.5;"["patterns/Rhythm-56.mp3","patterns/Rhythm-21.mp3"]";NULL;forced-choice-audio;6;120821;0.0-5.0;1;[0,1];NULL;NULL;5b9f4dedd1ff7a00013c0edd;preference
603;22680;"["patterns/Rhythm-44.mp3","patterns/Rhythm-39.mp3"]";NULL;forced-choice-audio;7;144003;0.0-6.0;1;[0,1];NULL;NULL;5b9f4dedd1ff7a00013c0edd;preference
604;23249.2;"["patterns/Rhythm-95.mp3","patterns/Rhythm-79.mp3"]";NULL;forced-choice-audio;8;167755;0.0-7.0;0;[0,1];NULL;NULL;5b9f4dedd1ff7a00013c0edd;preference
605;4002.2;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";66;html-keyboard-response;9;172259;0.0-8.0;NULL;NULL;NULL;NULL;5b9f4dedd1ff7a00013c0edd;preference
606;15653.8;NULL;NULL;survey-text;10;188420;0.0-9.0;NULL;NULL;"{"HowManyHours":"2","HowManyYears":"1"}";NULL;5b9f4dedd1ff7a00013c0edd;preference
607;15860.5;NULL;NULL;survey-multi-select;11;204788;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school.","I took/take private music lessons."]}";[0];5b9f4dedd1ff7a00013c0edd;preference
608;3207.37;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair sounds more unusual.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to ";20;html-keyboard-response;0;3209;0.0-0.0;NULL;NULL;NULL;NULL;5c589d2b9fcbc40001dcbce9;typicality
609;4345.59;base64.wav;87;audio-keyboard-response;1;8057;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5c589d2b9fcbc40001dcbce9;typicality
610;31515.8;"["patterns/Rhythm-59.mp3","patterns/Rhythm-16.mp3"]";NULL;forced-choice-audio;2;39575;0.0-2.0;0;[0,1,0];NULL;NULL;5c589d2b9fcbc40001dcbce9;typicality
611;23876.2;"["patterns/Rhythm-84.mp3","patterns/Rhythm-91.mp3"]";NULL;forced-choice-audio;3;63953;0.0-3.0;0;[0,1];NULL;NULL;5c589d2b9fcbc40001dcbce9;typicality
612;24277.3;"["patterns/Rhythm-92.mp3","patterns/Rhythm-83.mp3"]";NULL;forced-choice-audio;4;88732;0.0-4.0;1;[1,0];NULL;NULL;5c589d2b9fcbc40001dcbce9;typicality
613;30002.8;"["patterns/Rhythm-86.mp3","patterns/Rhythm-16.mp3"]";NULL;forced-choice-audio;5;119236;0.0-5.0;1;[0,1];NULL;NULL;5c589d2b9fcbc40001dcbce9;typicality
614;58448.6;"["patterns/Rhythm-20.mp3","patterns/Rhythm-42.mp3"]";NULL;forced-choice-audio;6;178186;0.0-6.0;1;[0,1,0,1];NULL;NULL;5c589d2b9fcbc40001dcbce9;typicality
615;29762.6;"["patterns/Rhythm-59.mp3","patterns/Rhythm-66.mp3"]";NULL;forced-choice-audio;7;208450;0.0-7.0;0;[0,1];NULL;NULL;5c589d2b9fcbc40001dcbce9;typicality
616;1817.35;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";65;html-keyboard-response;8;210768;0.0-8.0;NULL;NULL;NULL;NULL;5c589d2b9fcbc40001dcbce9;typicality
617;15063.4;NULL;NULL;survey-text;9;226340;0.0-9.0;NULL;NULL;"{"HowManyHours":"6 hours or so","HowManyYears":"7 years"}";NULL;5c589d2b9fcbc40001dcbce9;typicality
618;5514.3;NULL;NULL;survey-multi-select;10;232358;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school.","I took/take private music lessons.","I took/take instrumental/choir classes in high school."]}";[0];5c589d2b9fcbc40001dcbce9;typicality
619;7086.79;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair sounds more unusual.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to ";75;html-keyboard-response;0;7089;0.0-0.0;NULL;NULL;NULL;NULL;5c9cd2732464d80017c30fb3;typicality
620;4890.67;base64.wav;87;audio-keyboard-response;1;12481;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5c9cd2732464d80017c30fb3;typicality
621;23663.2;"["patterns/Rhythm-43.mp3","patterns/Rhythm-78.mp3"]";NULL;forced-choice-audio;2;36146;0.0-2.0;1;[0,1];NULL;NULL;5c9cd2732464d80017c30fb3;typicality
622;23550.2;"["patterns/Rhythm-10.mp3","patterns/Rhythm-68.mp3"]";NULL;forced-choice-audio;3;60199;0.0-3.0;1;[0,1];NULL;NULL;5c9cd2732464d80017c30fb3;typicality
623;22375.3;"["patterns/Rhythm-72.mp3","patterns/Rhythm-26.mp3"]";NULL;forced-choice-audio;4;83074;0.0-4.0;0;[0,1];NULL;NULL;5c9cd2732464d80017c30fb3;typicality
624;22212.1;"["patterns/Rhythm-73.mp3","patterns/Rhythm-78.mp3"]";NULL;forced-choice-audio;5;105787;0.0-5.0;0;[0,1];NULL;NULL;5c9cd2732464d80017c30fb3;typicality
625;21996.5;"["patterns/Rhythm-71.mp3","patterns/Rhythm-91.mp3"]";NULL;forced-choice-audio;6;128286;0.0-6.0;0;[0,1];NULL;NULL;5c9cd2732464d80017c30fb3;typicality
626;31661.8;"["patterns/Rhythm-43.mp3","patterns/Rhythm-41.mp3"]";NULL;forced-choice-audio;7;160449;0.0-7.0;1;[0,1,0];NULL;NULL;5c9cd2732464d80017c30fb3;typicality
627;2308.96;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";87;html-keyboard-response;8;163260;0.0-8.0;NULL;NULL;NULL;NULL;5c9cd2732464d80017c30fb3;typicality
628;17746.7;NULL;NULL;survey-text;9;181510;0.0-9.0;NULL;NULL;"{"HowManyHours":"10","HowManyYears":"3"}";NULL;5c9cd2732464d80017c30fb3;typicality
629;7351.05;NULL;NULL;survey-multi-select;10;189365;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school."]}";[0];5c9cd2732464d80017c30fb3;typicality
630;7248.54;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair sounds more unusual.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to ";13;html-keyboard-response;0;7252;0.0-0.0;NULL;NULL;NULL;NULL;5d36f392fb419200014ff3fe;typicality
631;NULL;base64.wav;NULL;audio-keyboard-response;1;13255;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5d36f392fb419200014ff3fe;typicality
632;25.73;base64.wav;87;audio-keyboard-response;2;13282;0.0-1.1-0.1;NULL;NULL;NULL;NULL;5d36f392fb419200014ff3fe;typicality
633;26108.2;"["patterns/Rhythm-54.mp3","patterns/Rhythm-97.mp3"]";NULL;forced-choice-audio;3;39392;0.0-2.0;0;[0,1,0];NULL;NULL;5d36f392fb419200014ff3fe;typicality
634;29614.2;"["patterns/Rhythm-50.mp3","patterns/Rhythm-15.mp3"]";NULL;forced-choice-audio;4;69509;0.0-3.0;0;[0,1,0];NULL;NULL;5d36f392fb419200014ff3fe;typicality
635;26108.4;"["patterns/Rhythm-85.mp3","patterns/Rhythm-61.mp3"]";NULL;forced-choice-audio;5;96119;0.0-4.0;0;[0,1];NULL;NULL;5d36f392fb419200014ff3fe;typicality
636;22692.1;"["patterns/Rhythm-4.mp3","patterns/Rhythm-97.mp3"]";NULL;forced-choice-audio;6;119312;0.0-5.0;1;[0,1];NULL;NULL;5d36f392fb419200014ff3fe;typicality
637;22239.5;"["patterns/Rhythm-5.mp3","patterns/Rhythm-46.mp3"]";NULL;forced-choice-audio;7;142053;0.0-6.0;1;[0,1];NULL;NULL;5d36f392fb419200014ff3fe;typicality
638;20597.1;"["patterns/Rhythm-54.mp3","patterns/Rhythm-89.mp3"]";NULL;forced-choice-audio;8;163153;0.0-7.0;0;[0,1];NULL;NULL;5d36f392fb419200014ff3fe;typicality
639;1729.99;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";13;html-keyboard-response;9;165384;0.0-8.0;NULL;NULL;NULL;NULL;5d36f392fb419200014ff3fe;typicality
640;16161.7;NULL;NULL;survey-text;10;182052;0.0-9.0;NULL;NULL;"{"HowManyHours":"3","HowManyYears":"5"}";NULL;5d36f392fb419200014ff3fe;typicality
641;15343.7;NULL;NULL;survey-multi-select;11;197899;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school.","I took/take private music lessons.","I took/take instrumental/choir classes in high school.","I took/take music classes in college.","I was/am a music major in college.","I am pursuing/have received a graduate's degree."]}";[0];5d36f392fb419200014ff3fe;typicality
642;2262.55;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair sounds more unusual.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to ";173;html-keyboard-response;0;2270;0.0-0.0;NULL;NULL;NULL;NULL;5d4e6820cc0b630019a26ec2;typicality
643;4682.71;base64.wav;87;audio-keyboard-response;1;7458;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5d4e6820cc0b630019a26ec2;typicality
644;34425.1;"["patterns/Rhythm-35.mp3","patterns/Rhythm-55.mp3"]";NULL;forced-choice-audio;2;41888;0.0-2.0;0;[0,1,0];NULL;NULL;5d4e6820cc0b630019a26ec2;typicality
645;25276.1;"["patterns/Rhythm-87.mp3","patterns/Rhythm-39.mp3"]";NULL;forced-choice-audio;3;67674;0.0-3.0;0;[0,1];NULL;NULL;5d4e6820cc0b630019a26ec2;typicality
646;24275.4;"["patterns/Rhythm-21.mp3","patterns/Rhythm-13.mp3"]";NULL;forced-choice-audio;4;92459;0.0-4.0;1;[0,1];NULL;NULL;5d4e6820cc0b630019a26ec2;typicality
647;24208.1;"["patterns/Rhythm-94.mp3","patterns/Rhythm-55.mp3"]";NULL;forced-choice-audio;5;117186;0.0-5.0;1;[0,1];NULL;NULL;5d4e6820cc0b630019a26ec2;typicality
648;25904.2;"["patterns/Rhythm-49.mp3","patterns/Rhythm-37.mp3"]";NULL;forced-choice-audio;6;143601;0.0-6.0;1;[0,1];NULL;NULL;5d4e6820cc0b630019a26ec2;typicality
649;25499.7;"["patterns/Rhythm-35.mp3","patterns/Rhythm-85.mp3"]";NULL;forced-choice-audio;7;169617;0.0-7.0;1;[0,1];NULL;NULL;5d4e6820cc0b630019a26ec2;typicality
650;2239.44;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";87;html-keyboard-response;8;172366;0.0-8.0;NULL;NULL;NULL;NULL;5d4e6820cc0b630019a26ec2;typicality
651;8810.27;NULL;NULL;survey-text;9;181705;0.0-9.0;NULL;NULL;"{"HowManyHours":"6","HowManyYears":"1"}";NULL;5d4e6820cc0b630019a26ec2;typicality
652;5854.87;NULL;NULL;survey-multi-select;10;188073;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school."]}";[0];5d4e6820cc0b630019a26ec2;typicality
653;3048.25;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair you like more.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to contin";32;html-keyboard-response;0;3053;0.0-0.0;NULL;NULL;NULL;NULL;5a7471571904200001555ea5;preference
654;NULL;base64.wav;NULL;audio-keyboard-response;1;9057;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5a7471571904200001555ea5;preference
655;118.705;base64.wav;87;audio-keyboard-response;2;9178;0.0-1.1-0.1;NULL;NULL;NULL;NULL;5a7471571904200001555ea5;preference
656;28185.5;"["patterns/Rhythm-20.mp3","patterns/Rhythm-74.mp3"]";NULL;forced-choice-audio;3;37366;0.0-2.0;0;[0,1];NULL;NULL;5a7471571904200001555ea5;preference
657;26027.6;"["patterns/Rhythm-40.mp3","patterns/Rhythm-14.mp3"]";NULL;forced-choice-audio;4;63896;0.0-3.0;0;[0,1];NULL;NULL;5a7471571904200001555ea5;preference
658;25146.9;"["patterns/Rhythm-17.mp3","patterns/Rhythm-61.mp3"]";NULL;forced-choice-audio;5;89546;0.0-4.0;0;[0,1];NULL;NULL;5a7471571904200001555ea5;preference
659;25845.1;"["patterns/Rhythm-10.mp3","patterns/Rhythm-74.mp3"]";NULL;forced-choice-audio;6;115893;0.0-5.0;0;[1,0];NULL;NULL;5a7471571904200001555ea5;preference
660;24613.9;"["patterns/Rhythm-13.mp3","patterns/Rhythm-25.mp3"]";NULL;forced-choice-audio;7;141009;0.0-6.0;1;[0,1];NULL;NULL;5a7471571904200001555ea5;preference
661;27373.9;"["patterns/Rhythm-20.mp3","patterns/Rhythm-37.mp3"]";NULL;forced-choice-audio;8;168886;0.0-7.0;0;[1,0];NULL;NULL;5a7471571904200001555ea5;preference
662;3302.82;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";32;html-keyboard-response;9;172692;0.0-8.0;NULL;NULL;NULL;NULL;5a7471571904200001555ea5;preference
663;11308.8;NULL;NULL;survey-text;10;184506;0.0-9.0;NULL;NULL;"{"HowManyHours":"6","HowManyYears":"2"}";NULL;5a7471571904200001555ea5;preference
664;10518.5;NULL;NULL;survey-multi-select;11;195529;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school.","I took/take instrumental/choir classes in high school."]}";[0];5a7471571904200001555ea5;preference
665;10852.5;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair sounds more unusual.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to ";32;html-keyboard-response;0;10858;0.0-0.0;NULL;NULL;NULL;NULL;5c638b764aa252000139ce61;typicality
666;5277.64;base64.wav;87;audio-keyboard-response;1;16645;0.0-1.0-0.0;NULL;NULL;NULL;NULL;5c638b764aa252000139ce61;typicality
667;30537.9;"["patterns/Rhythm-25.mp3","patterns/Rhythm-29.mp3"]";NULL;forced-choice-audio;2;47187;0.0-2.0;1;[0,1];NULL;NULL;5c638b764aa252000139ce61;typicality
668;23679.7;"["patterns/Rhythm-92.mp3","patterns/Rhythm-26.mp3"]";NULL;forced-choice-audio;3;71371;0.0-3.0;1;[0,1];NULL;NULL;5c638b764aa252000139ce61;typicality
669;22226.4;"["patterns/Rhythm-30.mp3","patterns/Rhythm-6.mp3"]";NULL;forced-choice-audio;4;94101;0.0-4.0;0;[0,1];NULL;NULL;5c638b764aa252000139ce61;typicality
670;22425.7;"["patterns/Rhythm-22.mp3","patterns/Rhythm-29.mp3"]";NULL;forced-choice-audio;5;117030;0.0-5.0;0;[0,1];NULL;NULL;5c638b764aa252000139ce61;typicality
671;22576.7;"["patterns/Rhythm-77.mp3","patterns/Rhythm-38.mp3"]";NULL;forced-choice-audio;6;140110;0.0-6.0;1;[0,1];NULL;NULL;5c638b764aa252000139ce61;typicality
672;23022.5;"["patterns/Rhythm-25.mp3","patterns/Rhythm-89.mp3"]";NULL;forced-choice-audio;7;163636;0.0-7.0;0;[0,1];NULL;NULL;5c638b764aa252000139ce61;typicality
673;3831.82;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";32;html-keyboard-response;8;167972;0.0-8.0;NULL;NULL;NULL;NULL;5c638b764aa252000139ce61;typicality
674;24439.9;NULL;NULL;survey-text;9;192921;0.0-9.0;NULL;NULL;"{"HowManyHours":"9","HowManyYears":"15"}";NULL;5c638b764aa252000139ce61;typicality
675;17052.5;NULL;NULL;survey-multi-select;10;210483;0.0-10.0;NULL;NULL;"{"Q0":["I took/take instrumental/choir classes in high school."]}";[0];5c638b764aa252000139ce61;typicality
676;9778;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair sounds more unusual.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to ";32;html-keyboard-response;0;9782;0.0-0.0;NULL;NULL;NULL;NULL;57d1b37bd0cc720001f17cf8;typicality
677;NULL;base64.wav;NULL;audio-keyboard-response;1;15785;0.0-1.0-0.0;NULL;NULL;NULL;NULL;57d1b37bd0cc720001f17cf8;typicality
678;4047;base64.wav;87;audio-keyboard-response;2;19836;0.0-1.1-0.1;NULL;NULL;NULL;NULL;57d1b37bd0cc720001f17cf8;typicality
679;29219;"["patterns/Rhythm-64.mp3","patterns/Rhythm-20.mp3"]";NULL;forced-choice-audio;3;49057;0.0-2.0;0;[0,1];NULL;NULL;57d1b37bd0cc720001f17cf8;typicality
680;27511;"["patterns/Rhythm-55.mp3","patterns/Rhythm-19.mp3"]";NULL;forced-choice-audio;4;77073;0.0-3.0;1;[0,1];NULL;NULL;57d1b37bd0cc720001f17cf8;typicality
681;23841;"["patterns/Rhythm-84.mp3","patterns/Rhythm-33.mp3"]";NULL;forced-choice-audio;5;101417;0.0-4.0;0;[0,1];NULL;NULL;57d1b37bd0cc720001f17cf8;typicality
682;23758;"["patterns/Rhythm-0.mp3","patterns/Rhythm-20.mp3"]";NULL;forced-choice-audio;6;125681;0.0-5.0;0;[0,1];NULL;NULL;57d1b37bd0cc720001f17cf8;typicality
683;24370;"["patterns/Rhythm-22.mp3","patterns/Rhythm-15.mp3"]";NULL;forced-choice-audio;7;150553;0.0-6.0;1;[0,1];NULL;NULL;57d1b37bd0cc720001f17cf8;typicality
684;23785;"["patterns/Rhythm-64.mp3","patterns/Rhythm-3.mp3"]";NULL;forced-choice-audio;8;174840;0.0-7.0;0;[0,1];NULL;NULL;57d1b37bd0cc720001f17cf8;typicality
685;2248;"<p>Now you will answer a few questions.</p><p>Press any key to continue.</p>";32;html-keyboard-response;9;177590;0.0-8.0;NULL;NULL;NULL;NULL;57d1b37bd0cc720001f17cf8;typicality
686;20411;NULL;NULL;survey-text;10;198506;0.0-9.0;NULL;NULL;"{"HowManyHours":"3","HowManyYears":"1"}";NULL;57d1b37bd0cc720001f17cf8;typicality
687;9912;NULL;NULL;survey-multi-select;11;208922;0.0-10.0;NULL;NULL;"{"Q0":["I took/take general music in primary school."]}";[0];57d1b37bd0cc720001f17cf8;typicality
688;6724;"<div style='max-width:700px;'><p>For this experiment, you will listen to 5 pairs of rhythms and choose which rhythm in each pair you like more.</p><p>You will need to be able to hear audio in order to complete the experiment.</p><p>Press any key to contin";74;html-keyboard-response;0;6730;0.0-0.0;NULL;NULL;NULL;NULL;5c5efab2abbcc10001e7033d;preference
